name,reconstructed_images_path,nmf,dataset,noises,noise_p,lambda,alpha,beta,none,acc,nmi,rmse
robust_yaleB_0_5_0,./images/robust_yaleB_0_5_0,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.5,,,,0.1243093922651933,0.1477166135771123,0.0873536840081214
robust_yaleB_0_5_1,./images/robust_yaleB_0_5_1,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.5,,,,0.1312154696132596,0.1752473362779786,0.0865455195307731
robust_yaleB_0_5_2,./images/robust_yaleB_0_5_2,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.5,,,,0.1312154696132596,0.1482046234850738,0.0867353528738021
robust_yaleB_0_5_3,./images/robust_yaleB_0_5_3,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.5,,,,0.1385819521178637,0.1474591247100228,0.0871136859059333
robust_yaleB_0_5_4,./images/robust_yaleB_0_5_4,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.5,,,,0.1279926335174954,0.1442031504900005,0.0868506208062172
robust_yaleB_0_8_0,./images/robust_yaleB_0_8_0,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.8,,,,0.1362799263351749,0.1754144436987535,0.0871900394558906
robust_yaleB_0_8_1,./images/robust_yaleB_0_8_1,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.8,,,,0.1335174953959484,0.165682951879944,0.0866729617118835
robust_yaleB_0_8_2,./images/robust_yaleB_0_8_2,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.8,,,,0.1339779005524861,0.1627613766766431,0.0863469615578651
robust_yaleB_0_8_3,./images/robust_yaleB_0_8_3,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.8,,,,0.1372007366482504,0.1612862727756499,0.0867028310894966
robust_yaleB_0_8_4,./images/robust_yaleB_0_8_4,robust,yaleB,"['block_noise', 'blur_noise']",0.0,0.8,,,,0.1256906077348066,0.1577170349551226,0.0866611525416374
robust_yaleB_0_10_0,./images/robust_yaleB_0_10_0,robust,yaleB,"['block_noise', 'blur_noise']",0.0,1.0,,,,0.1325966850828729,0.1790355233300205,0.0869622603058815
robust_yaleB_0_10_1,./images/robust_yaleB_0_10_1,robust,yaleB,"['block_noise', 'blur_noise']",0.0,1.0,,,,0.1256906077348066,0.1597528507740803,0.0866162776947021
robust_yaleB_0_10_2,./images/robust_yaleB_0_10_2,robust,yaleB,"['block_noise', 'blur_noise']",0.0,1.0,,,,0.1252302025782689,0.154219016808915,0.0864527076482772
robust_yaleB_0_10_3,./images/robust_yaleB_0_10_3,robust,yaleB,"['block_noise', 'blur_noise']",0.0,1.0,,,,0.1316758747697974,0.1533544641751008,0.086092785000801
robust_yaleB_0_10_4,./images/robust_yaleB_0_10_4,robust,yaleB,"['block_noise', 'blur_noise']",0.0,1.0,,,,0.1348987108655616,0.1523654634507754,0.0870066508650779
sparse_yaleB_0_5_0,./images/sparse_yaleB_0_5_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.5,0.5,,0.1270718232044199,0.1729469921271858,0.0982094407081604
sparse_yaleB_0_5_1,./images/sparse_yaleB_0_5_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.5,0.5,,0.1197053406998158,0.1458481727035386,0.098413236439228
sparse_yaleB_0_5_2,./images/sparse_yaleB_0_5_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.5,0.5,,0.1275322283609576,0.1596627743046542,0.0982274636626243
sparse_yaleB_0_5_3,./images/sparse_yaleB_0_5_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.5,0.5,,0.1224677716390423,0.1373616855232879,0.0987423285841941
sparse_yaleB_0_5_4,./images/sparse_yaleB_0_5_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.5,0.5,,0.115561694290976,0.1464489924155808,0.0985729396343231
sparse_yaleB_0_8_0,./images/sparse_yaleB_0_8_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.8,0.8,,0.1325966850828729,0.1441403404135812,0.0993886888027191
sparse_yaleB_0_8_1,./images/sparse_yaleB_0_8_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.8,0.8,,0.117403314917127,0.1315834308925573,0.0990587323904037
sparse_yaleB_0_8_2,./images/sparse_yaleB_0_8_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.8,0.8,,0.1316758747697974,0.1506884369153769,0.0991937741637229
sparse_yaleB_0_8_3,./images/sparse_yaleB_0_8_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.8,0.8,,0.1233885819521178,0.1462871579416163,0.0991825237870216
sparse_yaleB_0_8_4,./images/sparse_yaleB_0_8_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,0.8,0.8,,0.1109576427255985,0.1155161469100198,0.0989774242043495
sparse_yaleB_0_10_0,./images/sparse_yaleB_0_10_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,1.0,1.0,,0.1247697974217311,0.1305735400501946,0.0998905375599861
sparse_yaleB_0_10_1,./images/sparse_yaleB_0_10_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,1.0,1.0,,0.1252302025782689,0.14751059281988,0.0996899306774139
sparse_yaleB_0_10_2,./images/sparse_yaleB_0_10_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,1.0,1.0,,0.1160220994475138,0.1323962791324029,0.0997872203588485
sparse_yaleB_0_10_3,./images/sparse_yaleB_0_10_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,1.0,1.0,,0.1206261510128913,0.1489271371574408,0.0998658388853073
sparse_yaleB_0_10_4,./images/sparse_yaleB_0_10_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.0,,1.0,1.0,,0.1183241252302025,0.1397023649996402,0.0997190251946449
multiplicative_update_yaleB_0_0_0,./images/multiplicative_update_yaleB_0_0_0,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.0,,,,0.0,0.1058931860036832,0.1376538539207315,0.0983200073242187
multiplicative_update_yaleB_0_0_1,./images/multiplicative_update_yaleB_0_0_1,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.0,,,,0.0,0.1068139963167587,0.1250077658117271,0.0981693118810653
multiplicative_update_yaleB_0_0_2,./images/multiplicative_update_yaleB_0_0_2,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.0,,,,0.0,0.1183241252302025,0.1438096263117723,0.0986655429005622
multiplicative_update_yaleB_0_0_3,./images/multiplicative_update_yaleB_0_0_3,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.0,,,,0.0,0.1141804788213628,0.1262537771785526,0.0982708036899566
multiplicative_update_yaleB_0_0_4,./images/multiplicative_update_yaleB_0_0_4,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.0,,,,0.0,0.1201657458563535,0.1337177141135212,0.0983716994524002
robust_yaleB_15_5_0,./images/robust_yaleB_15_5_0,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.5,,,,0.1160220994475138,0.139098402027144,0.0912722796201706
robust_yaleB_15_5_1,./images/robust_yaleB_15_5_1,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.5,,,,0.117403314917127,0.1328360117455864,0.0915513038635253
robust_yaleB_15_5_2,./images/robust_yaleB_15_5_2,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.5,,,,0.1220073664825046,0.1575718669964516,0.0916136428713798
robust_yaleB_15_5_3,./images/robust_yaleB_15_5_3,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.5,,,,0.1298342541436464,0.1548583607444013,0.0916418805718422
robust_yaleB_15_5_4,./images/robust_yaleB_15_5_4,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.5,,,,0.1270718232044199,0.1548400101978312,0.0912115946412086
robust_yaleB_15_8_0,./images/robust_yaleB_15_8_0,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.8,,,,0.1233885819521178,0.1408421048893736,0.0912756994366645
robust_yaleB_15_8_1,./images/robust_yaleB_15_8_1,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.8,,,,0.1256906077348066,0.1588375262739557,0.0912578031420707
robust_yaleB_15_8_2,./images/robust_yaleB_15_8_2,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.8,,,,0.1256906077348066,0.1502284606289494,0.0907156020402908
robust_yaleB_15_8_3,./images/robust_yaleB_15_8_3,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.8,,,,0.1247697974217311,0.1446237698027142,0.0914114341139793
robust_yaleB_15_8_4,./images/robust_yaleB_15_8_4,robust,yaleB,"['block_noise', 'blur_noise']",0.15,0.8,,,,0.1178637200736648,0.1577495363770596,0.0909002721309661
robust_yaleB_15_10_0,./images/robust_yaleB_15_10_0,robust,yaleB,"['block_noise', 'blur_noise']",0.15,1.0,,,,0.1385819521178637,0.1517697102367674,0.0911275148391723
robust_yaleB_15_10_1,./images/robust_yaleB_15_10_1,robust,yaleB,"['block_noise', 'blur_noise']",0.15,1.0,,,,0.1289134438305709,0.1441382672590133,0.0908619239926338
robust_yaleB_15_10_2,./images/robust_yaleB_15_10_2,robust,yaleB,"['block_noise', 'blur_noise']",0.15,1.0,,,,0.1086556169429097,0.1292399742606255,0.0913901776075363
robust_yaleB_15_10_3,./images/robust_yaleB_15_10_3,robust,yaleB,"['block_noise', 'blur_noise']",0.15,1.0,,,,0.1220073664825046,0.1355781672111409,0.0918360278010368
robust_yaleB_15_10_4,./images/robust_yaleB_15_10_4,robust,yaleB,"['block_noise', 'blur_noise']",0.15,1.0,,,,0.1302946593001841,0.1493984494313293,0.0909942388534545
sparse_yaleB_15_5_0,./images/sparse_yaleB_15_5_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.5,0.5,,0.1086556169429097,0.1143696456328943,0.1024275571107864
sparse_yaleB_15_5_1,./images/sparse_yaleB_15_5_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.5,0.5,,0.1206261510128913,0.1446230169005493,0.1024780943989753
sparse_yaleB_15_5_2,./images/sparse_yaleB_15_5_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.5,0.5,,0.1123388581952117,0.1177207958293152,0.1024789065122604
sparse_yaleB_15_5_3,./images/sparse_yaleB_15_5_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.5,0.5,,0.115561694290976,0.1466142983855571,0.102201834321022
sparse_yaleB_15_5_4,./images/sparse_yaleB_15_5_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.5,0.5,,0.1206261510128913,0.1527175249189901,0.1027944460511207
sparse_yaleB_15_8_0,./images/sparse_yaleB_15_8_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.8,0.8,,0.1026703499079189,0.1332239823631606,0.1032333001494407
sparse_yaleB_15_8_1,./images/sparse_yaleB_15_8_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.8,0.8,,0.1197053406998158,0.1319584272988132,0.1027802303433418
sparse_yaleB_15_8_2,./images/sparse_yaleB_15_8_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.8,0.8,,0.1187845303867403,0.1368859700131361,0.1023605987429618
sparse_yaleB_15_8_3,./images/sparse_yaleB_15_8_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.8,0.8,,0.110036832412523,0.1351700131678625,0.1033712103962898
sparse_yaleB_15_8_4,./images/sparse_yaleB_15_8_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,0.8,0.8,,0.1086556169429097,0.121104511969276,0.1031658053398132
sparse_yaleB_15_10_0,./images/sparse_yaleB_15_10_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,1.0,1.0,,0.1123388581952117,0.1184402257052835,0.1038429886102676
sparse_yaleB_15_10_1,./images/sparse_yaleB_15_10_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,1.0,1.0,,0.108195211786372,0.1117449575323687,0.1041257083415985
sparse_yaleB_15_10_2,./images/sparse_yaleB_15_10_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,1.0,1.0,,0.1160220994475138,0.1287700884861998,0.1034624353051185
sparse_yaleB_15_10_3,./images/sparse_yaleB_15_10_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,1.0,1.0,,0.1091160220994475,0.1346694234625556,0.1038549914956092
sparse_yaleB_15_10_4,./images/sparse_yaleB_15_10_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.15,,1.0,1.0,,0.1095764272559852,0.1341964177871549,0.103993035852909
multiplicative_update_yaleB_15_0_0,./images/multiplicative_update_yaleB_15_0_0,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.15,,,,0.0,0.113720073664825,0.128397542853129,0.1018667742609977
multiplicative_update_yaleB_15_0_1,./images/multiplicative_update_yaleB_15_0_1,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.15,,,,0.0,0.106353591160221,0.1017829845269947,0.1022545844316482
multiplicative_update_yaleB_15_0_2,./images/multiplicative_update_yaleB_15_0_2,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.15,,,,0.0,0.1104972375690607,0.1301120561001791,0.1024039164185524
multiplicative_update_yaleB_15_0_3,./images/multiplicative_update_yaleB_15_0_3,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.15,,,,0.0,0.1091160220994475,0.1127055706072574,0.10268335044384
multiplicative_update_yaleB_15_0_4,./images/multiplicative_update_yaleB_15_0_4,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.15,,,,0.0,0.1164825046040515,0.1310154907919262,0.1021821945905685
robust_yaleB_40_5_0,./images/robust_yaleB_40_5_0,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.5,,,,0.108195211786372,0.1254288023715911,0.0969564318656921
robust_yaleB_40_5_1,./images/robust_yaleB_40_5_1,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.5,,,,0.110036832412523,0.1183844524904773,0.09680837392807
robust_yaleB_40_5_2,./images/robust_yaleB_40_5_2,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.5,,,,0.1104972375690607,0.1096576085324264,0.0965981557965278
robust_yaleB_40_5_3,./images/robust_yaleB_40_5_3,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.5,,,,0.1127992633517495,0.1320150773744886,0.0957737565040588
robust_yaleB_40_5_4,./images/robust_yaleB_40_5_4,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.5,,,,0.1215469613259668,0.1341509478425545,0.0958694964647293
robust_yaleB_40_8_0,./images/robust_yaleB_40_8_0,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.8,,,,0.1072744014732965,0.1230481179248557,0.0963029563426971
robust_yaleB_40_8_1,./images/robust_yaleB_40_8_1,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.8,,,,0.1206261510128913,0.1306389617857224,0.095677301287651
robust_yaleB_40_8_2,./images/robust_yaleB_40_8_2,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.8,,,,0.111878453038674,0.1278674975319201,0.0964458584785461
robust_yaleB_40_8_3,./images/robust_yaleB_40_8_3,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.8,,,,0.1151012891344383,0.1144534026485606,0.0959544107317924
robust_yaleB_40_8_4,./images/robust_yaleB_40_8_4,robust,yaleB,"['block_noise', 'blur_noise']",0.4,0.8,,,,0.113720073664825,0.117929873042557,0.0963441804051399
robust_yaleB_40_10_0,./images/robust_yaleB_40_10_0,robust,yaleB,"['block_noise', 'blur_noise']",0.4,1.0,,,,0.1151012891344383,0.1174565772828519,0.096114695072174
robust_yaleB_40_10_1,./images/robust_yaleB_40_10_1,robust,yaleB,"['block_noise', 'blur_noise']",0.4,1.0,,,,0.106353591160221,0.1100652750092554,0.0953535065054893
robust_yaleB_40_10_2,./images/robust_yaleB_40_10_2,robust,yaleB,"['block_noise', 'blur_noise']",0.4,1.0,,,,0.1077348066298342,0.1176727770939344,0.0964855253696441
robust_yaleB_40_10_3,./images/robust_yaleB_40_10_3,robust,yaleB,"['block_noise', 'blur_noise']",0.4,1.0,,,,0.0999079189686924,0.0971859512237002,0.0961503013968467
robust_yaleB_40_10_4,./images/robust_yaleB_40_10_4,robust,yaleB,"['block_noise', 'blur_noise']",0.4,1.0,,,,0.1114180478821362,0.101661842947268,0.0967690572142601
sparse_yaleB_40_5_0,./images/sparse_yaleB_40_5_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.5,0.5,,0.1068139963167587,0.113983872174796,0.1063634604215622
sparse_yaleB_40_5_1,./images/sparse_yaleB_40_5_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.5,0.5,,0.0953038674033149,0.0998876481524481,0.1062935590744018
sparse_yaleB_40_5_2,./images/sparse_yaleB_40_5_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.5,0.5,,0.0966850828729281,0.1137420042904209,0.1064082160592079
sparse_yaleB_40_5_3,./images/sparse_yaleB_40_5_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.5,0.5,,0.1104972375690607,0.1136720536535795,0.1059218645095825
sparse_yaleB_40_5_4,./images/sparse_yaleB_40_5_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.5,0.5,,0.1017495395948434,0.1105247837827685,0.1063885986804962
sparse_yaleB_40_8_0,./images/sparse_yaleB_40_8_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.8,0.8,,0.10497237569060773,0.1085242559199287,0.10735277831554413
sparse_yaleB_40_8_1,./images/sparse_yaleB_40_8_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.8,0.8,,0.09806629834254144,0.11159008185120256,0.10733234882354736
sparse_yaleB_40_8_2,./images/sparse_yaleB_40_8_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.8,0.8,,0.10819521178637201,0.11588418264458876,0.10715646296739578
sparse_yaleB_40_8_3,./images/sparse_yaleB_40_8_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.8,0.8,,0.10497237569060773,0.10883500043419755,0.10617465525865555
sparse_yaleB_40_8_4,./images/sparse_yaleB_40_8_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,0.8,0.8,,0.10313075506445672,0.12277341090854561,0.1061820536851883
sparse_yaleB_40_10_0,./images/sparse_yaleB_40_10_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,1.0,1.0,,0.09806629834254144,0.09947556237464497,0.10782460868358612
sparse_yaleB_40_10_1,./images/sparse_yaleB_40_10_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,1.0,1.0,,0.10174953959484347,0.1087782501507537,0.10847657918930054
sparse_yaleB_40_10_2,./images/sparse_yaleB_40_10_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,1.0,1.0,,0.10128913443830571,0.11191451623984051,0.10765643417835236
sparse_yaleB_40_10_3,./images/sparse_yaleB_40_10_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,1.0,1.0,,0.09668508287292818,0.10090600954518575,0.10840260982513428
sparse_yaleB_40_10_4,./images/sparse_yaleB_40_10_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.4,,1.0,1.0,,0.1003683241252302,0.10825001392206174,0.1078614890575409
multiplicative_update_yaleB_40_0_0,./images/multiplicative_update_yaleB_40_0_0,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.4,,,,0.0,0.10865561694290976,0.12286410522990868,0.10655141621828079
multiplicative_update_yaleB_40_0_1,./images/multiplicative_update_yaleB_40_0_1,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.4,,,,0.0,0.10174953959484347,0.09449115579427016,0.10636793822050095
multiplicative_update_yaleB_40_0_2,./images/multiplicative_update_yaleB_40_0_2,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.4,,,,0.0,0.09898710865561694,0.0914454099092729,0.10671792924404144
multiplicative_update_yaleB_40_0_3,./images/multiplicative_update_yaleB_40_0_3,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.4,,,,0.0,0.09898710865561694,0.11041650846282515,0.10589313507080078
multiplicative_update_yaleB_40_0_4,./images/multiplicative_update_yaleB_40_0_4,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.4,,,,0.0,0.10589318600368323,0.12081147148635085,0.10674064606428146
robust_yaleB_70_5_0,./images/robust_yaleB_70_5_0,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.5,,,,0.10405156537753223,0.10107437475104575,0.10037973523139954
robust_yaleB_70_5_1,./images/robust_yaleB_70_5_1,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.5,,,,0.08977900552486189,0.09455417860161833,0.10005499422550201
robust_yaleB_70_5_2,./images/robust_yaleB_70_5_2,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.5,,,,0.09760589318600368,0.09999187191801186,0.10002079606056213
robust_yaleB_70_5_3,./images/robust_yaleB_70_5_3,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.5,,,,0.09944751381215469,0.10071321783869676,0.09969201683998108
robust_yaleB_70_5_4,./images/robust_yaleB_70_5_4,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.5,,,,0.11141804788213629,0.12054168904087877,0.10055702924728394
robust_yaleB_70_8_0,./images/robust_yaleB_70_8_0,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.8,,,,0.0916206261510129,0.0996764138301364,0.09967432171106339
robust_yaleB_70_8_1,./images/robust_yaleB_70_8_1,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.8,,,,0.09852670349907919,0.10105561852230963,0.10016939789056778
robust_yaleB_70_8_2,./images/robust_yaleB_70_8_2,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.8,,,,0.08747697974217311,0.08225134198043087,0.10043955594301224
robust_yaleB_70_8_3,./images/robust_yaleB_70_8_3,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.8,,,,0.10220994475138122,0.10531490956356039,0.09960034489631653
robust_yaleB_70_8_4,./images/robust_yaleB_70_8_4,robust,yaleB,"['block_noise', 'blur_noise']",0.7,0.8,,,,0.10174953959484347,0.0997557883860843,0.10062111914157867
robust_yaleB_70_10_0,./images/robust_yaleB_70_10_0,robust,yaleB,"['block_noise', 'blur_noise']",0.7,1.0,,,,0.09760589318600368,0.10477770509318218,0.10061987489461899
robust_yaleB_70_10_1,./images/robust_yaleB_70_10_1,robust,yaleB,"['block_noise', 'blur_noise']",0.7,1.0,,,,0.09530386740331492,0.08517462482704811,0.10012508183717728
robust_yaleB_70_10_2,./images/robust_yaleB_70_10_2,robust,yaleB,"['block_noise', 'blur_noise']",0.7,1.0,,,,0.09116022099447514,0.09814709302921922,0.10020532459020615
robust_yaleB_70_10_3,./images/robust_yaleB_70_10_3,robust,yaleB,"['block_noise', 'blur_noise']",0.7,1.0,,,,0.09944751381215469,0.09343613030407134,0.1004040315747261
robust_yaleB_70_10_4,./images/robust_yaleB_70_10_4,robust,yaleB,"['block_noise', 'blur_noise']",0.7,1.0,,,,0.09530386740331492,0.09397755763884762,0.09988807141780853
sparse_yaleB_70_5_0,./images/sparse_yaleB_70_5_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.5,0.5,,0.08931860036832412,0.08671072293191048,0.10983828455209732
sparse_yaleB_70_5_1,./images/sparse_yaleB_70_5_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.5,0.5,,0.08747697974217311,0.08960924276638664,0.10887211561203003
sparse_yaleB_70_5_2,./images/sparse_yaleB_70_5_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.5,0.5,,0.09944751381215469,0.10344462032559386,0.10898543894290924
sparse_yaleB_70_5_3,./images/sparse_yaleB_70_5_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.5,0.5,,0.09852670349907919,0.09696459654124201,0.1087656244635582
sparse_yaleB_70_5_4,./images/sparse_yaleB_70_5_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.5,0.5,,0.0925414364640884,0.09145552390141215,0.10929398983716965
sparse_yaleB_70_8_0,./images/sparse_yaleB_70_8_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.8,0.8,,0.09069981583793739,0.09979410225644958,0.10887394100427628
sparse_yaleB_70_8_1,./images/sparse_yaleB_70_8_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.8,0.8,,0.08839779005524862,0.08780894419957774,0.10935325175523758
sparse_yaleB_70_8_2,./images/sparse_yaleB_70_8_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.8,0.8,,0.08977900552486189,0.09212056847527997,0.10997207462787628
sparse_yaleB_70_8_3,./images/sparse_yaleB_70_8_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.8,0.8,,0.09530386740331492,0.09365380271933886,0.10988474637269974
sparse_yaleB_70_8_4,./images/sparse_yaleB_70_8_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,0.8,0.8,,0.09208103130755065,0.09130231280889356,0.10920450091362
sparse_yaleB_70_10_0,./images/sparse_yaleB_70_10_0,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,1.0,1.0,,0.09668508287292818,0.0985253804217142,0.11088039726018906
sparse_yaleB_70_10_1,./images/sparse_yaleB_70_10_1,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,1.0,1.0,,0.0934622467771639,0.0929525232958843,0.11016735434532166
sparse_yaleB_70_10_2,./images/sparse_yaleB_70_10_2,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,1.0,1.0,,0.0943830570902394,0.09159819793436129,0.11065130680799484
sparse_yaleB_70_10_3,./images/sparse_yaleB_70_10_3,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,1.0,1.0,,0.08701657458563536,0.09379973302896921,0.11088898777961731
sparse_yaleB_70_10_4,./images/sparse_yaleB_70_10_4,sparse,yaleB,"['block_noise', 'blur_noise']",0.7,,1.0,1.0,,0.0916206261510129,0.09805229181030739,0.11020923405885696
multiplicative_update_yaleB_70_0_0,./images/multiplicative_update_yaleB_70_0_0,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.7,,,,0.0,0.09668508287292818,0.09075025392360293,0.10917598754167557
multiplicative_update_yaleB_70_0_1,./images/multiplicative_update_yaleB_70_0_1,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.7,,,,0.0,0.08931860036832412,0.09031429387274174,0.10988900810480118
multiplicative_update_yaleB_70_0_2,./images/multiplicative_update_yaleB_70_0_2,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.7,,,,0.0,0.09714548802946593,0.10534495884397672,0.10939403623342514
multiplicative_update_yaleB_70_0_3,./images/multiplicative_update_yaleB_70_0_3,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.7,,,,0.0,0.08793738489871086,0.0928032335273397,0.10981778800487518
multiplicative_update_yaleB_70_0_4,./images/multiplicative_update_yaleB_70_0_4,multiplicative_update,yaleB,"['block_noise', 'blur_noise']",0.7,,,,0.0,0.09622467771639043,0.0898272373042168,0.10925460606813431
robust_yaleB_100_5_0,./images/robust_yaleB_100_5_0,robust,yaleB,"['block_noise', 'blur_noise']",1.0,0.5,,,,0.0847145488029466,0.07659867887436912,0.10213930904865265
robust_yaleB_100_5_1,./images/robust_yaleB_100_5_1,robust,yaleB,"['block_noise', 'blur_noise']",1.0,0.5,,,,0.09668508287292818,0.09824341064069358,0.10255703330039978
robust_yaleB_100_5_2,./images/robust_yaleB_100_5_2,robust,yaleB,"['block_noise', 'blur_noise']",1.0,0.5,,,,0.0856353591160221,0.08163410811281066,0.10314761102199554
